path,label,score
data\validation\fake\0001 (10596).jpg,0,8.698993951838929e-07
data\validation\fake\0001 (106).jpg,0,5.699324447050458e-06
data\validation\fake\0001 (10612).jpg,0,1.7190801372635178e-05
data\validation\fake\0001 (10623).jpg,0,1.5714216488049715e-06
data\validation\fake\0001 (10624).jpg,0,0.00018371186160948128
data\validation\fake\0001 (10625).jpg,0,6.424684215744492e-06
data\validation\fake\0001 (10629).jpg,0,1.2243326636962593e-05
data\validation\fake\0001 (10632).jpg,0,9.149755896942224e-06
data\validation\fake\0001 (10641).jpg,0,4.9111902626464143e-05
data\validation\fake\0001 (10646).jpg,0,5.322653464645555e-07
data\validation\fake\0001 (10650).jpg,0,0.0004390388203319162
data\validation\fake\0001 (10658).jpg,0,8.513465218129568e-06
data\validation\fake\0001 (10659).jpg,0,1.3971042790217325e-05
data\validation\fake\0001 (1066).jpg,0,2.8102690521336626e-06
data\validation\fake\0001 (10662).jpg,0,0.7526111006736755
data\validation\fake\0001 (10665).jpg,0,0.00015988493396434933
data\validation\fake\0001 (10666).jpg,0,1.0210823347733822e-05
data\validation\fake\0001 (10668).jpg,0,1.1261218787694816e-05
data\validation\fake\0001 (10675).jpg,0,0.00011666029604384676
data\validation\fake\0001 (10679).jpg,0,4.992208459952963e-07
data\validation\fake\0001 (10709).jpg,0,3.438332214500406e-06
data\validation\fake\0001 (1072).jpg,0,7.68522340877098e-07
data\validation\fake\0001 (10720).jpg,0,9.849105481407605e-06
data\validation\fake\0001 (10727).jpg,0,2.8673761335085146e-05
data\validation\fake\0001 (10735).jpg,0,9.830787348619197e-06
data\validation\fake\0001 (10736).jpg,0,1.3185675925342366e-05
data\validation\fake\0001 (10737).jpg,0,3.1679335279477527e-06
data\validation\fake\0001 (10743).jpg,0,0.0002760886854957789
data\validation\fake\0001 (10748).jpg,0,5.337072798283771e-05
data\validation\fake\0001 (10765).jpg,0,1.5126735206649755e-06
data\validation\fake\0001 (10769).jpg,0,1.377902299282141e-05
data\validation\fake\0001 (10784).jpg,0,5.432073521660641e-06
data\validation\fake\0001 (10786).jpg,0,1.7783015664463164e-06
data\validation\fake\0001 (10790).jpg,0,1.7321694656402542e-07
data\validation\fake\0001 (10794).jpg,0,9.67409596341895e-06
data\validation\fake\0001 (108).jpg,0,3.381601345608942e-05
data\validation\fake\0001 (1081).jpg,0,2.5123985324171372e-05
data\validation\fake\0001 (10818).jpg,0,2.1086021661176346e-05
data\validation\fake\0001 (10833).jpg,0,4.123256803723052e-05
data\validation\fake\0001 (10847).jpg,0,8.615388651378453e-06
data\validation\fake\0001 (10856).jpg,0,1.7362725657221745e-06
data\validation\fake\0001 (10861).jpg,0,0.00026477931533008814
data\validation\fake\0001 (10862).jpg,0,6.755622598575428e-05
data\validation\fake\0001 (10864).jpg,0,3.484728222247213e-05
data\validation\fake\0001 (10865).jpg,0,1.5472242012037896e-05
data\validation\fake\0001 (10866).jpg,0,4.315967544243904e-06
data\validation\fake\0001 (10871).jpg,0,4.484194505494088e-06
data\validation\fake\0001 (10872).jpg,0,5.229393082117895e-06
data\validation\fake\0001 (10880).jpg,0,2.464447243255563e-05
data\validation\fake\0001 (10893).jpg,0,5.861198133061407e-06
data\validation\fake\0001 (10895).jpg,0,9.202251021633856e-06
data\validation\fake\0001 (10903).jpg,0,4.7295805416069925e-05
data\validation\fake\0001 (10916).jpg,0,2.8951933472853852e-06
data\validation\fake\0001 (10929).jpg,0,4.224082204018487e-06
data\validation\fake\0001 (10933).jpg,0,4.0918726881500334e-05
data\validation\fake\0001 (10946).jpg,0,7.165753004301223e-07
data\validation\fake\0001 (10981).jpg,0,0.006181062199175358
data\validation\fake\0001 (10994).jpg,0,3.1537280165139236e-07
data\validation\fake\0001 (10996).jpg,0,3.606668542488478e-06
data\validation\fake\0001 (10997).jpg,0,2.3439733922714368e-05
data\validation\fake\0001 (110).jpg,0,2.0411669083841844e-06
data\validation\fake\0001 (1100).jpg,0,4.148548669036245e-06
data\validation\fake\0001 (11003).jpg,0,1.0669694347598124e-05
data\validation\fake\0001 (11015).jpg,0,5.279213155517937e-07
data\validation\fake\0001 (11027).jpg,0,2.0130701159359887e-06
data\validation\fake\0001 (1103).jpg,0,4.180606993031688e-06
data\validation\fake\0001 (1104).jpg,0,2.4891203793231398e-05
data\validation\fake\0001 (11044).jpg,0,3.27735551763908e-06
data\validation\fake\0001 (11047).jpg,0,1.9730930489458842e-06
data\validation\fake\0001 (11054).jpg,0,0.00010378292790846899
data\validation\fake\0001 (11059).jpg,0,4.713578164228238e-06
data\validation\fake\0001 (11062).jpg,0,2.5542680305079557e-05
data\validation\fake\0001 (11066).jpg,0,2.448123950671288e-06
data\validation\fake\0001 (11067).jpg,0,7.213637672975892e-06
data\validation\fake\0001 (11069).jpg,0,3.2639215987728676e-06
data\validation\fake\0001 (11070).jpg,0,3.42195708071813e-05
data\validation\fake\0001 (1108).jpg,0,2.2464353151008254e-06
data\validation\fake\0001 (11082).jpg,0,6.629357812926173e-05
data\validation\fake\0001 (11091).jpg,0,1.4770619145565433e-06
data\validation\fake\0001 (111).jpg,0,3.882707915181527e-06
data\validation\fake\0001 (11101).jpg,0,2.9599332265206613e-06
data\validation\fake\0001 (11105).jpg,0,1.1926508705073502e-06
data\validation\fake\0001 (11106).jpg,0,0.00022209319286048412
data\validation\fake\0001 (11107).jpg,0,2.626610512379557e-05
data\validation\fake\0001 (11127).jpg,0,0.0003587071842048317
data\validation\fake\0001 (11137).jpg,0,1.2409935834511998e-06
data\validation\fake\0001 (11142).jpg,0,1.8654682207852602e-06
data\validation\fake\0001 (11144).jpg,0,5.861757017555647e-06
data\validation\fake\0001 (11148).jpg,0,5.487515409186017e-06
data\validation\fake\0001 (1115).jpg,0,7.567809007014148e-06
data\validation\fake\0001 (11166).jpg,0,1.0842089068319183e-05
data\validation\fake\0001 (1117).jpg,0,7.567809007014148e-06
data\validation\fake\0001 (11178).jpg,0,6.123303137428593e-06
data\validation\fake\0001 (11189).jpg,0,6.780875082768034e-06
data\validation\fake\0001 (11195).jpg,0,1.0394947821623646e-05
data\validation\fake\0001 (11200).jpg,0,7.221521809697151e-05
data\validation\fake\0001 (11201).jpg,0,1.6099122149171308e-05
data\validation\fake\0001 (11210).jpg,0,6.673316420346964e-06
data\validation\fake\0001 (11211).jpg,0,3.087480945396237e-05
data\validation\fake\0001 (11217).jpg,0,2.0220313672325574e-05
data\validation\fake\0001 (11218).jpg,0,1.8701473891269416e-05
data\validation\fake\0001 (11237).jpg,0,8.017642358026933e-06
data\validation\fake\0001 (11242).jpg,0,1.4450655498876586e-06
data\validation\fake\0001 (11246).jpg,0,0.0006085278582759202
data\validation\fake\0001 (11254).jpg,0,5.4652309700031765e-06
data\validation\fake\0001 (11255).jpg,0,2.09049630939262e-06
data\validation\fake\0001 (11263).jpg,0,1.2468392924347427e-05
data\validation\fake\0001 (11268).jpg,0,6.027210019965423e-06
data\validation\fake\0001 (11269).jpg,0,1.6459060134366155e-05
data\validation\fake\0001 (11278).jpg,0,4.576643914333545e-05
data\validation\fake\0001 (11281).jpg,0,3.994329381384887e-05
data\validation\fake\0001 (11282).jpg,0,1.4388912177309976e-06
data\validation\fake\0001 (11284).jpg,0,1.4984711015131325e-05
data\validation\fake\0001 (11288).jpg,0,5.251627953839488e-06
data\validation\fake\0001 (11289).jpg,0,5.812009931105422e-07
data\validation\fake\0001 (11297).jpg,0,1.162806074717082e-05
data\validation\fake\0001 (11298).jpg,0,3.547493179212324e-05
data\validation\fake\0001 (11309).jpg,0,9.542309999233112e-05
data\validation\fake\0001 (11315).jpg,0,1.803965278668329e-05
data\validation\fake\0001 (11320).jpg,0,5.399637757363962e-06
data\validation\fake\0001 (11338).jpg,0,3.40987367053458e-06
data\validation\fake\0001 (11346).jpg,0,2.220284841314424e-06
data\validation\fake\0001 (11350).jpg,0,6.633468728978187e-06
data\validation\fake\0001 (11351).jpg,0,2.8842694064223906e-06
data\validation\fake\0001 (11359).jpg,0,9.253101325157331e-07
data\validation\fake\0001 (11368).jpg,0,3.418574488023296e-05
data\validation\fake\0001 (11378).jpg,0,7.998748515092302e-06
data\validation\fake\0001 (11379).jpg,0,7.037737645987363e-07
data\validation\fake\0001 (1138).jpg,0,2.5694151190691628e-05
data\validation\fake\0001 (11396).jpg,0,4.037998223793693e-05
data\validation\fake\0001 (11404).jpg,0,3.745005301425408e-07
data\validation\fake\0001 (11414).jpg,0,6.941552328498801e-07
data\validation\fake\0001 (1142).jpg,0,4.846428510063561e-06
data\validation\fake\0001 (11423).jpg,0,3.766132863347593e-07
data\validation\fake\0001 (11433).jpg,0,2.1381951228249818e-05
data\validation\fake\0001 (11437).jpg,0,1.8297729184268974e-05
data\validation\fake\0001 (11439).jpg,0,3.5996135920868255e-06
data\validation\fake\0001 (11440).jpg,0,0.00040549528785049915
data\validation\fake\0001 (11447).jpg,0,1.910104145963487e-07
data\validation\fake\0001 (11452).jpg,0,3.419230051804334e-05
data\validation\fake\0001 (11467).jpg,0,2.6423376766615547e-05
data\validation\fake\0001 (1147).jpg,0,5.082663847133517e-05
data\validation\fake\0001 (11474).jpg,0,5.154484460945241e-05
data\validation\fake\0001 (11478).jpg,0,2.861054326785961e-06
data\validation\fake\0001 (11493).jpg,0,7.491214546462288e-06
data\validation\fake\0001 (115).jpg,0,3.570641183614498e-06
data\validation\fake\0001 (1151).jpg,0,2.082243327095057e-06
data\validation\fake\0001 (11516).jpg,0,3.48101784766186e-05
data\validation\fake\0001 (11519).jpg,0,6.888984444231028e-06
data\validation\fake\0001 (11531).jpg,0,1.0971051779051777e-05
data\validation\fake\0001 (11545).jpg,0,0.00016495940508320928
data\validation\fake\0001 (11548).jpg,0,0.00014649245713371783
data\validation\fake\0001 (11554).jpg,0,0.000153505738126114
data\validation\fake\0001 (11556).jpg,0,0.00016660922847222537
data\validation\fake\0001 (11562).jpg,0,0.00027554616099223495
data\validation\fake\0001 (11563).jpg,0,7.46506339055486e-05
data\validation\fake\0001 (11565).jpg,0,0.0001331683452008292
data\validation\fake\0001 (11570).jpg,0,8.292986990454665e-07
data\validation\fake\0001 (11574).jpg,0,4.02994264732115e-05
data\validation\fake\0001 (11580).jpg,0,4.846326646656962e-07
data\validation\fake\0001 (11587).jpg,0,7.0877795224078e-05
data\validation\fake\0001 (11592).jpg,0,4.915950285067083e-06
data\validation\fake\0001 (11605).jpg,0,9.040296390594449e-06
data\validation\fake\0001 (1161).jpg,0,0.00010889150144066662
data\validation\fake\0001 (11614).jpg,0,1.9968672404502286e-06
data\validation\fake\0001 (11622).jpg,0,2.4088660666166106e-07
data\validation\fake\0001 (11625).jpg,0,1.47139426189824e-05
data\validation\fake\0001 (11631).jpg,0,5.1590872317319736e-05
data\validation\fake\0001 (11634).jpg,0,1.5994195337043493e-06
data\validation\fake\0001 (11638).jpg,0,8.910756150726229e-07
data\validation\fake\0001 (11642).jpg,0,2.7912278710573446e-07
data\validation\fake\0001 (11649).jpg,0,4.86497015117493e-07
data\validation\fake\0001 (11651).jpg,0,0.0003512587572913617
data\validation\fake\0001 (11660).jpg,0,3.3676085877232254e-05
data\validation\fake\0001 (11678).jpg,0,5.194909681449644e-05
data\validation\fake\0001 (11680).jpg,0,4.24602319526457e-07
data\validation\fake\0001 (11681).jpg,0,2.168031278415583e-05
data\validation\fake\0001 (11684).jpg,0,2.722502358665224e-05
data\validation\fake\0001 (1170).jpg,0,1.7616008335608058e-05
data\validation\fake\0001 (11709).jpg,0,5.166729806660442e-06
data\validation\fake\0001 (11719).jpg,0,5.105800482851919e-06
data\validation\fake\0001 (11729).jpg,0,1.6585415778536117e-06
data\validation\fake\0001 (11731).jpg,0,9.42995393415913e-05
data\validation\fake\0001 (11734).jpg,0,6.973326890147291e-06
data\validation\fake\0001 (11744).jpg,0,6.735468218721508e-07
data\validation\fake\0001 (11747).jpg,0,1.016998794511892e-06
data\validation\fake\0001 (11748).jpg,0,0.00023372519353870302
data\validation\fake\0001 (11761).jpg,0,7.629521860508248e-06
data\validation\fake\0001 (11778).jpg,0,6.944749657122884e-06
data\validation\fake\0001 (11781).jpg,0,1.5039579466247233e-06
data\validation\fake\0001 (118).jpg,0,0.0010182705009356141
data\validation\fake\0001 (11800).jpg,0,0.0007701849099248648
data\validation\fake\0001 (11805).jpg,0,5.880312528461218e-05
data\validation\fake\0001 (11806).jpg,0,3.557962190825492e-05
data\validation\fake\0001 (11809).jpg,0,6.463400950451614e-06
data\validation\fake\0001 (11829).jpg,0,9.184595000988338e-06
data\validation\fake\0001 (11837).jpg,0,9.381574636790901e-05
data\validation\fake\0001 (11844).jpg,0,6.0498068705783226e-06
data\validation\fake\0001 (11846).jpg,0,5.7581211876822636e-05
data\validation\fake\0001 (11848).jpg,0,2.1119499251653906e-06
data\validation\fake\0001 (11857).jpg,0,5.6605898862471804e-05
data\validation\fake\0001 (11865).jpg,0,0.00016056296590249985
data\validation\fake\0001 (11871).jpg,0,4.876103957940359e-06
data\validation\fake\0001 (11874).jpg,0,4.8052625061245635e-05
data\validation\fake\0001 (11875).jpg,0,3.2188738714467036e-06
data\validation\fake\0001 (1188).jpg,0,9.948102160706185e-06
data\validation\fake\0001 (11884).jpg,0,1.1505730071803555e-05
data\validation\fake\0001 (1189).jpg,0,1.094751269192784e-06
data\validation\fake\0001 (11897).jpg,0,0.0005617688875645399
data\validation\fake\0001 (11899).jpg,0,1.4571702195098624e-05
data\validation\fake\0001 (11903).jpg,0,7.766781891405117e-06
data\validation\fake\0001 (11912).jpg,0,6.122830654931022e-06
data\validation\fake\0001 (11914).jpg,0,2.880992724385578e-07
data\validation\fake\0001 (11920).jpg,0,0.00031851744279265404
data\validation\fake\0001 (11924).jpg,0,0.00019142328528687358
data\validation\fake\0001 (11925).jpg,0,3.7154362075852987e-07
data\validation\fake\0001 (1193).jpg,0,8.262631126854103e-06
data\validation\fake\0001 (11933).jpg,0,1.5181319668045035e-07
data\validation\fake\0001 (1194).jpg,0,0.00014807548723183572
data\validation\fake\0001 (1195).jpg,0,4.9749037316360045e-06
data\validation\fake\0001 (11952).jpg,0,3.5004704841412604e-06
data\validation\fake\0001 (11962).jpg,0,4.589357558870688e-05
data\validation\fake\0001 (11968).jpg,0,5.898335439269431e-05
data\validation\fake\0001 (11969).jpg,0,4.3428044591564685e-06
data\validation\fake\0001 (11973).jpg,0,3.4643740036699455e-06
data\validation\fake\0001 (11974).jpg,0,1.3109716746839695e-05
data\validation\fake\0001 (11985).jpg,0,3.1309904443332925e-05
data\validation\fake\0001 (11988).jpg,0,1.4338637811306398e-05
data\validation\fake\0001 (11990).jpg,0,2.0327165657363366e-06
data\validation\fake\0001 (11991).jpg,0,2.3433474780176766e-05
data\validation\fake\0001 (11997).jpg,0,0.0003115569124929607
data\validation\fake\0001 (12000).jpg,0,2.2872538920637453e-06
data\validation\fake\0001 (12001).jpg,0,4.9177422624779865e-05
data\validation\fake\0001 (12003).jpg,0,2.6793186407303438e-05
data\validation\fake\0001 (12011).jpg,0,6.753717116225744e-06
data\validation\fake\0001 (12013).jpg,0,0.00023988304019439965
data\validation\fake\0001 (12018).jpg,0,1.0186177860305179e-05
data\validation\fake\0001 (1202).jpg,0,4.519622962106951e-06
data\validation\fake\0001 (12022).jpg,0,8.63493187353015e-06
data\validation\fake\0001 (12024).jpg,0,9.005417814478278e-05
data\validation\fake\0001 (12026).jpg,0,1.1932632332900539e-05
data\validation\fake\0001 (12038).jpg,0,1.5773163113408373e-06
data\validation\fake\0001 (12040).jpg,0,0.0006121513433754444
data\validation\fake\0001 (12055).jpg,0,3.9311980799539015e-05
data\validation\fake\0001 (12075).jpg,0,6.074596967664547e-06
data\validation\fake\0001 (12077).jpg,0,8.046168318287528e-07
data\validation\fake\0001 (12082).jpg,0,1.896972389658913e-05
data\validation\fake\0001 (12085).jpg,0,2.4720166038605385e-06
data\validation\fake\0001 (12089).jpg,0,1.537407797513879e-06
data\validation\fake\0001 (12097).jpg,0,4.691698632086627e-05
data\validation\fake\0001 (12101).jpg,0,2.8616068448172882e-05
data\validation\fake\0001 (12109).jpg,0,1.1263172382314224e-05
data\validation\fake\0001 (12120).jpg,0,1.1093425911212762e-07
data\validation\fake\0001 (12134).jpg,0,8.647215281598619e-07
data\validation\fake\0001 (12135).jpg,0,5.115607109473785e-06
data\validation\fake\0001 (1214).jpg,0,1.5621293414369575e-06
data\validation\fake\0001 (12142).jpg,0,2.8096769710828084e-06
data\validation\fake\0001 (12160).jpg,0,2.583998593763681e-06
data\validation\fake\0001 (12162).jpg,0,3.242709135520272e-05
data\validation\fake\0001 (12169).jpg,0,1.4143183761916589e-05
data\validation\fake\0001 (12202).jpg,0,3.156153979944065e-05
data\validation\fake\0001 (1221).jpg,0,4.08931896345166e-07
data\validation\fake\0001 (12214).jpg,0,4.6948880481068045e-06
data\validation\fake\0001 (12218).jpg,0,4.798570898856269e-06
data\validation\fake\0001 (12243).jpg,0,1.0669480616343208e-05
data\validation\fake\0001 (12244).jpg,0,1.0691420357034076e-05
data\validation\fake\0001 (12249).jpg,0,3.644084790721536e-05
data\validation\fake\0001 (12254).jpg,0,4.873437501373701e-05
data\validation\fake\0001 (12255).jpg,0,3.6201797115609224e-07
data\validation\fake\0001 (12259).jpg,0,1.6298397895297967e-05
data\validation\fake\0001 (12262).jpg,0,7.75099852035055e-06
data\validation\fake\0001 (12264).jpg,0,0.00015367957530543208
data\validation\fake\0001 (12265).jpg,0,2.046318695647642e-05
data\validation\fake\0001 (12272).jpg,0,8.819316832386903e-08
data\validation\fake\0001 (12273).jpg,0,1.3859122191206552e-05
data\validation\fake\0001 (12278).jpg,0,5.497640358953504e-06
data\validation\fake\0001 (12279).jpg,0,1.4112829376244918e-05
data\validation\fake\0001 (12285).jpg,0,1.326285746472422e-05
data\validation\fake\0001 (12289).jpg,0,1.326285746472422e-05
data\validation\fake\0001 (12292).jpg,0,0.0014677031431347132
data\validation\fake\0001 (12300).jpg,0,4.4603677196164426e-08
data\validation\fake\0001 (12302).jpg,0,2.9257527785375714e-05
data\validation\fake\0001 (12307).jpg,0,6.247975306905573e-06
data\validation\fake\0001 (12319).jpg,0,3.456150079728104e-05
data\validation\fake\0001 (12324).jpg,0,1.954412437044084e-05
data\validation\fake\0001 (1234).jpg,0,6.737665216860478e-07
data\validation\fake\0001 (12342).jpg,0,7.714375533396378e-05
data\validation\fake\0001 (12357).jpg,0,7.372240816039266e-06
data\validation\fake\0001 (12358).jpg,0,6.685750122414902e-06
data\validation\fake\0001 (12375).jpg,0,1.8851780623663217e-05
data\validation\fake\0001 (12378).jpg,0,2.820808049364132e-06
data\validation\fake\0001 (12379).jpg,0,4.1700124711496755e-05
data\validation\fake\0001 (12380).jpg,0,3.7012123357271776e-06
data\validation\fake\0001 (12382).jpg,0,1.079187882169208e-06
data\validation\fake\0001 (12396).jpg,0,5.454962320072809e-06
data\validation\fake\0001 (12406).jpg,0,0.00021948097855784
data\validation\fake\0001 (12408).jpg,0,9.649646699472214e-07
data\validation\fake\0001 (12412).jpg,0,4.027668182970956e-05
data\validation\fake\0001 (12425).jpg,0,1.2927292118547484e-05
data\validation\fake\0001 (12430).jpg,0,8.515422450727783e-06
data\validation\fake\0001 (12441).jpg,0,0.0002613816468510777
data\validation\fake\0001 (12460).jpg,0,6.348061560856877e-06
data\validation\fake\0001 (12464).jpg,0,1.5225660717987921e-05
data\validation\fake\0001 (12482).jpg,0,2.287690222146921e-06
data\validation\fake\0001 (12484).jpg,0,0.0006189472624100745
data\validation\fake\0001 (12493).jpg,0,1.2443518244253937e-05
data\validation\fake\0001 (12500).jpg,0,2.420282908133231e-05
data\validation\fake\0001 (12501).jpg,0,3.729673699126579e-05
data\validation\fake\0001 (12503).jpg,0,4.945386081089964e-06
data\validation\fake\0001 (12508).jpg,0,6.309069817689306e-07
data\validation\fake\0001 (12515).jpg,0,1.906109758920138e-07
data\validation\fake\0001 (12517).jpg,0,8.080372140284453e-07
data\validation\fake\0001 (12523).jpg,0,3.9516527294836123e-07
data\validation\fake\0001 (1253).jpg,0,4.972219471710559e-07
data\validation\fake\0001 (12540).jpg,0,2.826991249094135e-06
data\validation\fake\0001 (12541).jpg,0,1.1215475751669146e-05
data\validation\fake\0001 (12556).jpg,0,2.2157848434289917e-05
data\validation\fake\0001 (12560).jpg,0,0.0002882596745621413
data\validation\fake\0001 (12561).jpg,0,8.526552051080216e-07
data\validation\fake\0001 (12569).jpg,0,6.833926818217151e-06
data\validation\fake\0001 (12577).jpg,0,1.5256664482876658e-05
data\validation\fake\0001 (1258).jpg,0,0.0004993429174646735
data\validation\fake\0001 (12581).jpg,0,1.5877518308116123e-05
data\validation\fake\0001 (12589).jpg,0,1.1230171139686718e-06
data\validation\fake\0001 (12605).jpg,0,3.586625825846568e-05
data\validation\fake\0001 (12608).jpg,0,8.079292683760286e-07
data\validation\fake\0001 (12611).jpg,0,1.64408021419149e-07
data\validation\fake\0001 (12622).jpg,0,7.286143500095932e-06
data\validation\fake\0001 (12624).jpg,0,2.1257499611238018e-05
data\validation\fake\0001 (12632).jpg,0,1.2952638826391194e-05
data\validation\fake\0001 (12635).jpg,0,2.6153854832955403e-06
data\validation\fake\0001 (12637).jpg,0,3.564136477507418e-06
